MRCO_36647, material-9, jacarandá | madeira
MINC_175773, material, Madeira > Jacarandá | Palha > Junco
MINC_174972, material, Madeira | Metal | Tintas
MCHE_74106, materiais, Gesso | Madeira | Pó de Ouro
MBAN_7074, material, Rocha > Argila
MRCO_36458, material-9, madeira | tinta
MCHE_66576, materiais, Cerâmica | Pó de Ouro
MCHA_19152, materiais_tecnicas-2, Porcelana
MINC_184648, material, Madeira > Jacarandá | Palha > Junco
MCHE_65567, materiais, Cerâmica | Pó de Ouro
MCHE_74511, materiais, Gesso | Madeira | Pó de Ouro
MCHE_51649, materiais, Cristal
MCHE_60690, materiais, Madeira | Palhinha
MCHE_40230, materiais, Cerâmica
MINC_10906, material, Folha-de-flandres | Vidro
MCHE_55488, materiais, Madeira | Palhinha
MCHE_47857, materiais, Madeira Jacarandá
MCHE_45514, materiais, Vidro
MCPR_36048, material, Metal > Ferro | Madeira | Pigmento
MINC_230509, material, 
MDIA_31863, material-tecnica-3, fundição | madeira | marcenaria | marchetaria | metal | pintura | tinta
MINC_156653, material, Ferro | Madeira | Tintas
MINC_142310, material, Folha-de-flandres | Tintas
MCHE_65357, materiais, Cerâmica | Pó de Ouro
MINC_232414, material, 
MDIA_31299, material-tecnica-3, madeira | marcenaria | marchetaria | recorte | vidro
MINC_5633, material, Madeira > Jacarandá | Madeira
MCBC_9316, material, Madeira > Jacarandá | Mármore
MINC_161820, material, Madeira > Jacarandá
MCHA_21961, materiais_tecnicas-2, Porcelana
MRSJ_21520, material-3, Madeira | Metal
MINC_46457, material, Prata
MCPR_44717, material, Rocha > Argila | Vidro
MCHE_73485, materiais, Gesso | Madeira | Pó de Ouro
MCHA_31572, materiais_tecnicas-2, Terracota
MCHE_71662, materiais, Madeira | Palhinha
MCHE_61486, materiais, Madeira | Mármore
MINC_111991, material, Bronze
MCHA_15407, materiais_tecnicas-2, Madeira
MRSJ_15658, material-3, Folha de Ouro | Porcelana | Tinta
MINC_124678, material, Folha-de-flandres | Tintas
MCBC_10093, material, Argila | Vidro > Cristal | Madeira | Metal
MINC_11901, material, Ferro
MHNA_163682, material, prata
MINC_201191, material, Madeira
MINC_184306, material, Ferro | Madeira > Jacarandá | Madeira
MINC_186159, material, Madeira
MCBC_11670, material, Madeira > Ébano | Metal
MINC_139408, material, Ferro | Madeira > Jacarandá
MCHA_21104, materiais_tecnicas-2, Porcelana
MRSJ_22054, material-3, Madeira
MCHE_66245, materiais, Cerâmica | Pó de Ouro
MCHE_60626, materiais, Prata
MCHA_26737, materiais_tecnicas-2, Vidro
MINC_228858, material, 
MRCO_36013, material-9, madeira | palinha
MRCO_36513, material-9, madeira | palinha
MCHE_59412, materiais, Prata
MCHA_23059, materiais_tecnicas-2, Porcelana
MRSJ_20382, material-3, Madeira
MCBC_10482, material, Madeira | Mármore
MCHA_35299, materiais_tecnicas-2, Fios de linha
MINC_86948, material, Latão
MINC_207487, material, Madeira > Jacarandá | Palha > Junco
MINC_205770, material, Ferro | Madeira
MINC_34461, material, Madeira > Cedro | Ferro | Tintas
MCHE_46179, materiais, Linha de Algodão | Linho
MCBC_10873, material, Metal | Madeira > Peroba | Verniz
MBAN_1752, material, Madeira
MINC_12046, material, Ferro | Latão
MINC_206093, material, Madeira > Cedro | Ferro
MDIA_31283, material-tecnica-3, entrançado | madeira | marcenaria | palhinha
MINC_73318, material, Ferro | Madeira
MINC_224890, material, 
MINC_186769, material, Madeira > Jacarandá | Palha > Junco
MINC_233373, material, 
MINC_147966, material, Ferro | Folha-de-flandres
MHNA_160476, material, porcelana
MCHE_55618, materiais, Cerâmica | Pó de Ouro
MINC_110376, material, Prata
MCHE_44145, materiais, Cobre | Cristal Bacará
MINC_30625, material, Madeira
MHNA_166793, material, porcelana
MINC_175519, material, Madeira
MCHE_51957, materiais, Madeira | Palhinha
MINC_165781, material, Madeira | Tintas
MINC_223179, material, 
MINC_185977, material, Madeira > Jacarandá | Palha > Junco | Madeira
MCHE_50695, materiais, Madeira | Palhinha
MCHE_57767, materiais, Prata
MRSJ_16349, material-3, Madeira
MCHA_19741, materiais_tecnicas-2, Porcelana
MCHA_14586, materiais_tecnicas-2, Madeira de cedro
MINC_72826, material, Madeira > Jacarandá | Palha > Junco
MCHA_23248, materiais_tecnicas-2, Porcelana
MCHE_72339, materiais, Cristal
MINC_162727, material, Latão
MCHE_71538, materiais, Cobre | Cristal Bacará
MINC_225798, material, 
MINC_101145, material, Latão
MCHE_73065, materiais, Cerâmica | Pó de Ouro | Tinta
MCHE_55304, materiais, Madeira | Metal | Palhinha
MCHA_21903, materiais_tecnicas-2, Porcelana
MHNA_159737, material, cristal
MINC_175574, material, Madeira | Tintas
MINC_41523, material, Ferro | Madeira
MCHE_75023, materiais, Madeira | Palhinha
MINC_36266, material, Madeira > Jacarandá
MINC_183208, material, Madeira | Purpurina | Tintas
MHNA_163435, material, aço | prata
MCBC_11632, material, Madeira | Metal | Tecido | Vidro
MCBC_10751, material, Vidro > Cristal
MINC_140946, material, Folha-de-flandres | Tintas
MCHE_65217, materiais, Cobre | Cristal Bacará
MCHE_63883, materiais, Cristal | Metal
MINC_23969, material, Madeira > Cedro | Ferro | Madeira > Jacarandá
MINC_113029, material, Couro | Latão | Madeira
MINC_232252, material, 
MINC_174001, material, Madeira
MCHE_47093, materiais, Prata
MBAN_4963, material, Madeira > Jacarandá | Fibra > Fibra Vegetal > Palhinha
MCHE_54623, materiais, Cerâmica | Pó de Ouro
MCHA_20417, materiais_tecnicas-2, Porcelana
MCHA_22213, materiais_tecnicas-2, Porcelana
MINC_206195, material, Ferro | Madeira
MINC_201781, material, Aluminato de Prata | Madeira > Cedro
MINC_165948, material, Madeira
MASB_48935, material, Metal > Estanho
MCHA_19214, materiais_tecnicas-2, Porcelana
MCHE_51180, materiais, Cerâmica | Pó de Ouro
MINC_96432, material, Folha-de-flandres | Tintas | Vidro
MINC_174398, material, Ferro | Madeira
MCHA_27478, materiais_tecnicas-2, Vidro
MCHE_74268, materiais, Gesso | Madeira | Pó de Ouro
MINC_102237, material, Ferro
MCHE_54803, materiais, Cerâmica | Pó de Ouro
MHNA_166162, material, porcelana
MCHE_73647, materiais, Gesso | Madeira | Pó de Ouro
MHNA_166450, material, porcelana
MCBC_10907, material, Madeira | Palhinha
MRSJ_27718, material-3, Folha de Ouro | Tinta | Vidro
MINC_174147, material, Madeira > Cedro | Madeira
MCHE_58843, materiais, Prata
MCHE_54105, materiais, Cerâmica | Pó de Ouro | Tinta
MRCO_36476, material-9, madeira | tinta
MBAN_13840, material, Metal > Estanho
MCBC_11508, material, Madeira | Metal | Tinta
MINC_155837, material, Ferro
MINC_230621, material, 
MHNA_168261, material, cristal
MCHE_54473, materiais, Cerâmica | Pó de Ouro
MINC_128166, material, Madeira > Jacarandá | Palha > Junco
MHNA_163051, material, prata
MCHE_64911, materiais, Cobre | Cristal Bacará
MCHE_40937, materiais, Cerâmica | Pó de Ouro | Tinta
MINC_111949, material, Bronze
MDIA_31568, material-tecnica-3, entalhe | fundição | madeira | marcenaria | metal
MCBC_9218, material, Madeira > Jacarandá | Palhinha
MINC_41277, material, Madeira > Jacarandá | Latão
MCHA_25050, materiais_tecnicas-2, Porcelana
MINC_201722, material, Madeira > Cedro | Ouro | Tintas
MBAN_3401, material, Madeira
MINC_111297, material, Prata
MHNA_163575, material, prata
MBAN_5864, material, Rocha > Argila
MINC_127832, material, Madeira > Jacarandá | Palha > Junco
MCBC_11636, material, Madeira > Ébano | Metal
MINC_201088, material, Madeira > Jacarandá | Palha > Junco | Madeira
MINC_73654, material, Madeira > Jacarandá | Palha > Junco
MINC_34640, material, Madeira | Pedra > Talcita | Tintas
MRSJ_17353, material-3, Folha de Ouro | Tinta
MCHA_37481, materiais_tecnicas-2, Metal
MCHE_40262, materiais, Madeira | Mármore | Metal
MINC_99487, material, Madeira > Jacarandá
MDIA_30943, material-tecnica-3, fundição | metal
MCBC_11482, material, Metal | Tinta
MINC_111899, material, Bronze
MINC_162161, material, Latão
MRSJ_20826, material-3, Madeira
MINC_196716, material, Fibra Têxtil > Algodão | Fio Metálico | Fibra Têxtil > Seda
MCHE_41865, materiais, Ferro
MCPR_36018, material, Metal > Ferro | Madeira | Pigmento
MCPR_45016, material, Metal > Metal Esmaltado
MRCO_36043, material-9, esmalte | metal | vidro
MINC_173507, material, Madeira | Tintas
MINC_186556, material, Madeira
MCHE_76253, materiais, Argila | Caulim
MCHE_54593, materiais, Cerâmica | Pó de Ouro
MCHE_47691, materiais, Madeira | Palhinha
MDIA_31393, material-tecnica-3, entrançado | jacarandá | madeira | marcenaria | marchetaria | palhinha | pau-marfim
MRCO_36199, material-9, madeira
MINC_193160, material, Folha-de-flandres
MRSJ_23975, material-3, Folha de Ouro | Madeira | Metal | Tinta
MINC_161644, material, Madeira | Tintas
MDIA_31883, material-tecnica-3, cerâmica | esmalte | porcelana | queima | tinta
MOUR_5446, material-tecnica-3, ferro fundido | madeira recortada
MCHA_19834, materiais_tecnicas-2, Porcelana
MINC_163375, material, Latão
MHNA_166730, material, porcelana
MCHE_59023, materiais, Prata
MRSJ_23758, material-3, Madeira | Tinta
MCHE_69344, materiais, Cerâmica | Pó de Ouro
MCHE_58963, materiais, Prata
MRCO_35999, material-9, jacarandá | madeira
MRSJ_27937, material-3, Folha de Ouro | Porcelana | Tinta
MCBC_9538, material, Couro | Madeira | Palhinha
MBAN_16055, material, Rocha > Argila
MCHE_47440, materiais, Prata
MINC_226550, material, 
MINC_31693, material, Madeira
MCHA_19617, materiais_tecnicas-2, Porcelana
MCHE_45726, materiais, Cerâmica | Pó de Ouro | Tinta
MHNA_163147, material, prata
MCHE_72074, materiais, Cobre | Cristal Bacará
MRSJ_21232, material-3, Madeira
MINC_124810, material, Folha-de-flandres
MINC_111391, material, Prata
MBAN_16130, material, Rocha > Argila
MRCO_36454, material-9, madeira | tinta
MHNA_159655, material, cristal
MCHE_58813, materiais, Prata
MBAN_7194, material, Madeira > Jacarandá
MCHE_66546, materiais, Cerâmica | Pó de Ouro | Tinta
MHNA_163716, material, prata 90
MINC_183473, material, Aluminato de Prata | Madeira
MRSJ_22422, material-3, Madeira | Palhinha
MINC_10379, material, Ferro | Latão | Vidro
MINC_73855, material, Madeira > Jacarandá | Palha > Junco
MINC_37685, material, Madeira | Ouro | Tintas
MCHE_76097, materiais, Madeira | Pó de Ouro
MCHA_20219, materiais_tecnicas-2, Porcelana
MINC_173845, material, Ferro | Madeira
MINC_34821, material, Madeira | Pedra > Talcita | Tintas
MASB_49027, material, Metal > Latão | Metal > Níquel
MINC_193207, material, Folha-de-flandres
MCHE_76022, materiais, Madeira | Pó de Ouro
MINC_146956, material, Madeira
MINC_12701, material, Ferro | Madeira > Vinhático
MRCO_36103, material-9, ferro | metal | tinta
MCBC_11105, material, Madeira | Palhinha
MCBC_11706, material, Madeira > Ébano | Metal
MINC_42588, material, Ferro | Madeira > Jacarandá | Metal
MRSJ_23659, material-3, Madeira | Metal | Tinta
MINC_29313, material, Madeira > Jacarandá | Palha > Junco
MINC_225752, material, 
MRSJ_15614, material-3, Folha de Ouro | Porcelana | Tinta
MDIA_31552, material-tecnica-3, fundição | madeira | marcenaria | metal
MHNA_166291, material, porcelana
MINC_9887, material, Ferro | Madeira > Jacarandá | Madeira
MCHA_58911, materiais_tecnicas-2, Metal (flandres)
MCHE_76047, materiais, Madeira | Pó de Ouro
MCHE_68159, materiais, Metal | Prata
MINC_89025, material, Madeira > Canela-parda | Tintas
MCHE_42256, materiais, Ferro | Madeira | Palhinha
MCHE_50338, materiais, Madeira | Palhinha
MCHE_72143, materiais, Cristal
MHNA_167840, material, aço inoxidável
MINC_230664, material, 
MINC_81085, material, Madeira | Tintas
MCHA_19028, materiais_tecnicas-2, Porcelana
MCHE_47410, materiais, Prata
MINC_25520, material, Ferro | Madeira > Jacarandá
MCHE_74025, materiais, Gesso | Madeira | Pó de Ouro
MINC_20423, material, Madeira > Jacarandá
MINC_84187, material, Ferro | Madeira | Tintas
MINC_162643, material, Latão
MCHE_72455, materiais, Cristal
MCBC_11658, material, Madeira > Ébano | Metal
MINC_70697, material, Madeira > Jacarandá | Madeira
MDIA_34432, material-tecnica-3, madeira | marcenaria | torneado
MINC_35832, material, Madeira | Pedra > Talcita | Tintas
MINC_79591, material, Madeira | Tintas
MDIA_31575, material-tecnica-3, fundição | madeira | marcenaria | marchetaria | metal
MCHA_22912, materiais_tecnicas-2, Porcelana
MINC_176310, material, Madeira > Cedro | Ferro | Tintas
MINC_204454, material, Madeira
MINC_208446, material, Madeira > Jacarandá | Palha > Junco
MDIA_34314, material-tecnica-3, entrançado | jacarandá | madeira | marcenaria | palhinha
MCHA_22135, materiais_tecnicas-2, Porcelana
MCHE_43663, materiais, Cerâmica | Pó de Ouro | Tinta
MCBC_9554, material, Argila | Vidro > Cristal | Metal
MINC_124301, material, Folha-de-flandres | Madeira
MINC_232675, material, Metal
MCHA_20549, materiais_tecnicas-2, Porcelana
MCHE_49902, materiais, Prata
MDIA_31240, material-tecnica-3, entalhe | madeira | marcenaria
MCHE_73863, materiais, Gesso | Madeira | Pó de Ouro
MRSJ_23078, material-3, Madeira | Palhinha
MCHE_46746, materiais, Prata
MCHE_48964, materiais, Madeira
MCHE_70232, materiais, Madeira
MCHE_55875, materiais, Cerâmica | Pó de Ouro | Tinta
MCHE_49387, materiais, Prata
MCHE_72484, materiais, Cristal
MINC_123548, material, Ferro | Folha-de-flandres
MINC_186267, material, Madeira > Jacarandá | Palha > Junco
MDIA_33273, material-tecnica-3, entalhe | fundição | madeira | metal | policromia | tinta
MCBC_11492, material, Madeira
MHNA_159620, material, cristal
MBAN_5309, material, Madeira > Jacarandá | Fibra > Fibra Vegetal > Palhinha
MCHE_40140, materiais, Cerâmica | Pó de Ouro
MBAN_4761, material, Metal > Ferro
MCBC_11500, material, Madeira | Mármore
MCBC_9308, material, Madeira > Jacarandá | Tecido | Tinta | Vidro
MCHE_58724, materiais, Prata
MINC_201620, material, Madeira > Cedro | Ouro | Tintas
MINC_110192, material, Prata
MHNA_168194, material, cristal
MCHE_52176, materiais, Cristal
MBAN_16629, material, Madeira > Jacarandá
MCBC_10711, material, Madeira | Mármore | Metal
MBAN_1632, material, Madeira
MCHE_55242, materiais, Cerâmica | Pó de Ouro
MINC_35269, material, Madeira | Pedra > Talcita | Tintas
MINC_112317, material, Bronze
MINC_30883, material, Madeira | Ouro
MCHE_57161, materiais, Prata
MCHE_65936, materiais, Cerâmica | Pó de Ouro
MINC_139918, material, Folha-de-flandres | Purpurina | Tintas
MINC_183736, material, Ferro | Madeira
MINC_162399, material, Latão
MINC_88724, material, Madeira > Jacarandá
MCHE_43004, materiais, Prata
MINC_232714, material, Metal
MINC_163215, material, Latão
MRCO_36470, material-9, madeira | tinta
MINC_139834, material, Folha-de-flandres | Purpurina | Tintas
MINC_73506, material, Madeira > Jacarandá | Palha > Junco
MCHA_19772, materiais_tecnicas-2, Porcelana
MINC_23923, material, Ferro | Madeira > Jacarandá
MRCO_36163, material-9, porcelana | tinta
MINC_233334, material, 
MINC_140592, material, Folha-de-flandres | Tintas
MCHE_50403, materiais, Ferro
MDIA_32287, material-tecnica-3, entalhe | fundição | madeira | metal | policromia | tinta
MRSJ_28201, material-3, 
MBAN_4632, material, Madeira
MCHE_75256, materiais, Madeira | Metal | Palhinha
MBAN_5751, material, Rocha > Argila
MCHE_48610, materiais, Madeira | Palhinha
MCHE_41314, materiais, Madeira | Palhinha
MCHE_52777, materiais, Cerâmica | Pó de Ouro
MCHE_53233, materiais, Cerâmica | Pó de Ouro
MCHE_72309, materiais, Cristal
MINC_170827, material, Madeira | Ouro | Tintas
MINC_72453, material, Ferro | Madeira | Tintas
MDIA_31739, material-tecnica-3, cinzelagem | fundição | metal
MCHA_47293, materiais_tecnicas-2, Vidro
MDIA_31144, material-tecnica-3, entalhe | fundição | madeira | marcenaria | metal
MCHE_60724, materiais, Madeira | Palhinha
MOUR_5241, material-tecnica-3, couro lavrado | madeira | marcenaria | metal
MINC_34013, material, Estanho | Tintas
MCHE_75672, materiais, Madeira | Pó de Ouro
MHNA_166638, material, porcelana
MDIA_30951, material-tecnica-3, fundição | metal
MCBC_10089, material, Linha | Renda | Tecido
MINC_174505, material, Madeira > Jacarandá | Metal
MCHE_63220, materiais, Cerâmica | Pó de Ouro
MCHE_61092, materiais, Prata
MCBC_11149, material, Argila | Vidro > Cristal | Madeira | Metal
MINC_72988, material, Palha > Junco | Madeira
MCHE_74922, materiais, Madeira | Palhinha
MBAN_9869, material, Vidro
MCHE_62978, materiais, Cerâmica | Pó de Ouro
MINC_112657, material, Latão
MCHE_44961, materiais, Cobre | Cristal Bacará
MCHE_58933, materiais, Prata
MCHA_19586, materiais_tecnicas-2, Porcelana
MCHE_70032, materiais, Argila
MCHE_74160, materiais, Gesso | Madeira | Pó de Ouro
MINC_110837, material, Prata
MINC_24015, material, Madeira > Jacarandá
MINC_102104, material, Ferro
MCHE_60758, materiais, Madeira | Palhinha
MDIA_31168, material-tecnica-3, fundição | metal
MINC_176215, material, Palha > Junco | Madeira | Metal
MBAN_6580, material, Madeira
MINC_172620, material, Madeira
MCHE_66894, materiais, Cerâmica | Pó de Ouro | Tinta
MCHE_42157, materiais, Prata
MINC_11855, material, Ferro
MDIA_31154, material-tecnica-3, entalhe | fundição | madeira | marcenaria | metal
MINC_42446, material, Madeira | Metal
MCHE_47192, materiais, Madeira | Palhinha
MBAN_5271, material, Madeira | Fibra > Fibra Vegetal > Palhinha
MINC_140240, material, Folha-de-flandres | Tintas
MRCO_36045, material-9, madeira | metal
MINC_47512, material, Argila > Caolim | Esmalte
MINC_105051, material, Madeira > Canela-parda | Ouro | Tintas
MDIA_31908, material-tecnica-3, cerâmica | esmalte | porcelana | queima | tinta
MRSJ_22586, material-3, Madeira | Palhinha
MCHE_68373, materiais, Cerâmica | Pó de Ouro
MCHE_57797, materiais, Metal | Prata
MCHE_47291, materiais, Cristal
MINC_186445, material, Ferro | Madeira
MCHE_48136, materiais, Cobre
MCHA_23140, materiais_tecnicas-2, Porcelana
MCHE_53293, materiais, Cerâmica | Pó de Ouro
MCHA_20285, materiais_tecnicas-2, Porcelana
MCHA_26710, materiais_tecnicas-2, Vidro
MINC_83042, material, Folha-de-flandres | Tintas | Vidro
MINC_188434, material, Ferro | Madeira
MINC_227515, material, 
MBAN_16093, material, Rocha > Argila
MCBC_9460, material, Madeira | Mármore | Metal Tinta | Vidro
MCHE_69602, materiais, Vidro
MCHE_54867, materiais, Cerâmica | Pó de Ouro | Tinta
MCHE_52903, materiais, Cerâmica | Pó de Ouro
MCHE_56604, materiais, Madeira | Palhinha
MINC_184417, material, Prata
MCHE_48341, materiais, Cristal
MCHE_53113, materiais, Cerâmica | Pó de Ouro
MINC_42725, material, Madeira | Tintas
MCHE_47122, materiais, Madeira | Palhinha
MBAN_7034, material, Rocha > Argila
MCHE_55998, materiais, Cerâmica | Pó de Ouro
MOUR_5332, material-tecnica-3, madeira | marcenaria | metal
MCBC_9246, material, Metal | Vidro
MCBC_10771, material, Argila | Tinta
MCHE_74888, materiais, Madeira | Palhinha
MCHE_43942, materiais, Madeira | Palhinha
MINC_231434, material, 
MINC_209007, material, Ferro | Madeira
MCHE_43507, materiais, Linha de Seda
MHNA_163308, material, aço | prata
MINC_95874, material, Aluminato de Prata | Madeira
MBAN_7233, material, Madeira
MINC_105106, material, Madeira > Canela-parda | Ouro | Tintas
MINC_174765, material, Madeira > Cedro | Ferro | Madeira > Jacarandá
MCHE_62312, materiais, Madeira | Palhinha
MINC_170972, material, Ferro | Madeira | Ouro
MINC_127692, material, Madeira > Jacarandá | Palha > Junco
MCHE_41450, materiais, Madeira | Palhinha
MDIA_31535, material-tecnica-3, fundição | madeira | marcenaria | metal | pintura | tinta
MINC_207982, material, Madeira > Jacarandá | Palha > Junco | Madeira
MCHA_20351, materiais_tecnicas-2, Porcelana
MCHE_59143, materiais, Prata
MCBC_9977, material, Linha
MINC_106898, material, Ferro
MHNA_162954, material, prata
MCHE_59232, materiais, Prata
MDIA_31965, material-tecnica-3, cerâmica | decalcomania | esmalte | porcelana | queima | tinta
MINC_29225, material, Madeira > Jacarandá | Palha > Junco
MASB_48428, material, Madeira | Metal
MCPR_37854, material, Metal
MCHE_71189, materiais, Madeira | Palhinha
MINC_42114, material, Madeira | Metal
MCBC_11672, material, Madeira > Ébano | Metal
MHNA_160176, material, melamina
MCHE_40712, materiais, Madeira | Policromia
MCHE_56808, materiais, Prata
MCHA_21786, materiais_tecnicas-2, Porcelana
MINC_185911, material, Madeira > Jacarandá | Palha > Junco | Madeira
MCHE_54897, materiais, Cerâmica | Pó de Ouro
MCHA_24930, materiais_tecnicas-2, Porcelana
MCHA_22846, materiais_tecnicas-2, Porcelana
MRSJ_20948, material-3, Madeira
MCHE_63757, materiais, Cobre | Cristal Bacará
MINC_79547, material, Madeira | Tintas
MINC_17568, material, Madeira > Jacarandá
MCHE_51150, materiais, Cerâmica | Pó de Ouro
MCHE_70797, materiais, Vidro
MINC_119551, material, Folha-de-flandres
MINC_112441, material, Bronze
MCHA_18842, materiais_tecnicas-2, Porcelana
MINC_169955, material, Madeira
MCBC_10486, material, Madeira | Mármore
MCHA_21401, materiais_tecnicas-2, Porcelana
MCHE_70923, materiais, Renda
MCHA_20450, materiais_tecnicas-2, Porcelana
MRCO_36846, material-9, metal | tinta
MINC_83910, material, Prata
MINC_110745, material, Prata
MCHE_65013, materiais, Cobre | Cristal Bacará
MINC_192671, material, Argila > Barro
MRCO_36559, material-9, ferro batido | madeira | tinta
MINC_100207, material, Madeira > Cedro | Ferro | Madeira > Jacarandá
MINC_184960, material, Folha-de-flandres | Madeira | Ouro
MHNA_167966, material, aço inoxidável
MCHE_57890, materiais, Metal | Prata
MCPR_44594, material, Plástico > Plástico Moldado
MCHE_73036, materiais, Cerâmica | Pó de Ouro
MCHE_73917, materiais, Gesso | Madeira | Pó de Ouro
MCHE_62252, materiais, Cerâmica | Pó de Ouro
MCHE_47994, materiais, Madeira | Palhinha
MINC_231509, material, 
MRCO_36441, material-9, madeira | prateada | tinta
MCHE_63575, materiais, Cerâmica | Pó de Ouro
MCHE_70167, materiais, Madeira | Mármore
MCHE_73701, materiais, Gesso | Madeira | Pó de Ouro
MCHA_23365, materiais_tecnicas-2, Porcelana
MCHA_25171, materiais_tecnicas-2, Porcelana
MCHE_47380, materiais, Cristal
MINC_174451, material, Madeira > Jacarandá | Palha > Junco
MDIA_31171, material-tecnica-3, fundição | metal
MCPR_44930, material, Rocha > Argila
MRCO_36001, material-9, metal | vidro
MASB_49404, material, Madeira
MRSJ_22340, material-3, Madeira | Metal
MCHE_49962, materiais, Cerâmica | Pó de Ouro | Tinta
MCBC_10829, material, Vidro
MCHA_30622, materiais_tecnicas-2, Madeira | Metal
MCHE_58454, materiais, Prata
MCHE_68676, materiais, Cerâmica | Pó de Ouro
MINC_183631, material, Madeira
MCHE_76122, materiais, Madeira | Pó de Ouro
MCHE_53630, materiais, Cerâmica | Pó de Ouro
MRSJ_24879, material-3, Folha de Ouro | Porcelana | Tinta
MCHE_40554, materiais, Cobre | Cristal Bacará
MCHA_26788, materiais_tecnicas-2, Vidro
MABO_763, material, cedro | madeira | vidro
MINC_171325, material, Ferro | Madeira
MCHE_41898, materiais, Cerâmica | Pó de Ouro
MCHE_52567, materiais, Cerâmica | Pó de Ouro
MDIA_31972, material-tecnica-3, cerâmica | decalcomania | esmalte | porcelana | queima | tinta
MINC_233979, material, 
MCHE_59590, materiais, Prata
MRSJ_20424, material-3, Madeira | Metal
MRCO_36577, material-9, folha de ouro | madeira | tinta
MCHE_44586, materiais, Cobre | Cristal Bacará
MINC_188101, material, Madeira > Jacarandá | Palha > Junco
MHNA_159681, material, cristal
MRSJ_24715, material-3, Folha de Ouro | Metal | Tinta | Vidro
MINC_41417, material, Ferro | Madeira
MCHA_28796, materiais_tecnicas-2, Metal
MABO_787, material, metal
MCPR_45509, material, Madeira | Metal > Metal Fundido | Metal > Metal Moldado
MCHE_41485, materiais, Madeira | Palhinha
MINC_99614, material, Madeira | Tintas
MABO_493, material, prata
MCHE_64979, materiais, Cobre | Cristal Bacará
MCHE_45301, materiais, Prata
MDIA_31913, material-tecnica-3, cerâmica | decalcomania | esmalte | porcelana | queima | tinta
MDIA_31261, material-tecnica-3, douramento | entalhe | espelho | folha de ouro | gesso | madeira | modelagem
MCBC_11654, material, Madeira > Ébano | Metal
MINC_70404, material, Madeira > Jacarandá | Madeira
MCPR_45539, material, Metal > Metal Moldado
MCHE_74619, materiais, Madeira | Mármore
MINC_110564, material, Prata
MHNA_168063, material, cristal
MOUR_5921, material-tecnica-3, dourada | entalhada | madeira recortada | policromada
MCHA_27814, materiais_tecnicas-2, Vidro
MCHE_43255, materiais, Prata
MCHE_54381, materiais, Prata
MRSJ_22627, material-3, Madeira | Palhinha
MCHA_22161, materiais_tecnicas-2, Porcelana
MINC_159552, material, Madeira
MINC_189137, material, Madeira > Jacarandá | Palha > Junco
MBAN_5546, material, Pedra > Cristal | Metal
MCHE_66636, materiais, Cerâmica | Pó de Ouro
MINC_10320, material, Bronze
MINC_30668, material, Aluminato de Prata | Madeira | Tintas
MINC_123452, material, Ferro | Folha-de-flandres
MCHA_19896, materiais_tecnicas-2, Porcelana
MCBC_10885, material, Madeira | Palhinha
MCHE_40331, materiais, Madeira | Palhinha
MCHE_52054, materiais, Prata
MCHA_22317, materiais_tecnicas-2, Porcelana
MCHA_21170, materiais_tecnicas-2, Porcelana
MINC_46556, material, Prata
MDIA_31123, material-tecnica-3, entrançado | jacarandá | madeira | marcenaria | palhinha
MCBC_9470, material, Couro | Madeira | Metal | Palhinha
MINC_189469, material, Madeira > Jacarandá | Palha > Junco | Madeira
MCBC_11470, material, Resina | Vidro
MCHE_58128, materiais, Prata
MINC_142222, material, Folha-de-flandres | Tintas
MINC_184529, material, Fibra Têxtil | Madeira > Jacarandá | Madeira
MINC_70946, material, Madeira > Jacarandá | Palha > Junco | Madeira
MCHE_45165, materiais, Cobre | Cristal Bacará
MRCO_36651, material-9, metal > bronze | metal | vidro
MCHA_22745, materiais_tecnicas-2, Porcelana
MDIA_31530, material-tecnica-3, fundição | madeira | marcenaria | metal
MINC_147590, material, Latão
MCHE_42973, materiais, Prata
MCHA_19121, materiais_tecnicas-2, Porcelana
MINC_105760, material, Argila > Barro | Esmalte | Verniz
MINC_227661, material, 
MCHE_61307, materiais, Prata
MCHE_59322, materiais, Prata
MCBC_10801, material, Metal
MBAN_5194, material, Madeira | Fibra > Fibra Vegetal > Palhinha
MRCO_36466, material-9, folha de ouro | madeira | tinta
MCHE_67807, materiais, Cerâmica | Pó de Ouro
MRSJ_28113, material-3, 
MCHE_68766, materiais, Cerâmica | Pó de Ouro
MCBC_11169, material, Argila | Vidro > Cristal | Madeira | Metal
MCHA_14914, materiais_tecnicas-2, Espelho | Madeira | Mármore | Metal
MCHE_57248, materiais, Vidro
MCHE_51025, materiais, Cerâmica
MCHE_51210, materiais, Cerâmica | Pó de Ouro
MCHE_59382, materiais, Prata
MCHE_74990, materiais, Madeira | Palhinha
MCHE_64068, materiais, Cristal | Metal
MBAN_5788, material, Rocha > Argila
MCHE_76468, materiais, Linha | Pano
MINC_231290, material, 
MCHE_72542, materiais, Cristal
MRSJ_21724, material-3, Madeira | Metal
MRSJ_21479, material-3, Madeira
MINC_41735, material, Ferro | Madeira > Jacarandá | Tintas
MINC_119338, material, Ferro
MHNA_166481, material, porcelana
MINC_35547, material, Madeira | Pedra > Talcita | Tintas
MOUR_5263, material-tecnica-3, ferro | fundição | madeira | marcenaria | policromia | recorte
MRCO_36555, material-9, folha de ouro | madeira | tinta
